original_title,popularity,runtime,averageRating,release_year,release_month,num_critic_for_reviews,director_facebook_likes,actor_1_facebook_likes,actor_2_facebook_likes,actor_3_facebook_likes,num_user_for_reviews,movie_facebook_likes,Genre_first_values,budget_adjusted
,29.757320859732765,130.09711307353336,8.4,2013.0,11.343716692235244,44.0,41.0,2000.0,774.0,739.0,55.0,5000,Drama,43881852.34521032
,38.93551086470484,149.99921158700977,7.0,2015.0,8.990828691869009,6.0,117.0,21.0,3.0,0.0,2.0,121,Drama,452312.4613613885
,15.244787784305831,158.02045049899942,3.3,2014.0,7.18429175685108,17.0,892.0,603.0,145.0,50.0,10.0,721,Drama,12.880395794030052
,35.877141004084095,147.8502536146039,5.4,2014.0,9.39628716169434,7.0,14.0,2000.0,660.0,597.0,10.0,482,Horror,159255.0652800733
,23.412725270330263,165.61936224639547,4.8,2014.0,9.18332375790568,9.0,19.0,795.0,535.0,322.0,13.0,570,Action,7.394112433434251
,37.13685284249211,162.58370738272015,3.1,2014.0,8.616427009996379,3.0,0.0,1000.0,53.0,37.0,18.0,606,Documentary,10154.926189704054
,27.476398821953147,137.7995327057365,6.1,2011.0,10.58891715085063,10.0,0.0,141.0,69.0,43.0,13.0,224,Horror,5298.89439402023
,29.78764052245145,160.4599368614787,6.6,2012.0,11.392524005724804,17.0,19.0,632.0,144.0,80.0,13.0,0,Comedy,7950.160849037944
,41.663859922387175,153.31889194480874,6.7,2006.0,7.799846905737048,85.0,22.0,11000.0,505.0,303.0,73.0,799,Adventure,75.5989485146692
,15.746514899772157,114.212610549114,7.4,2006.0,10.953369591420364,60.0,38.0,625.0,464.0,377.0,174.0,0,Adventure,4.369481156146967
,42.89751685046013,169.89119516501344,6.6,1982.0,11.933152132123483,101.0,73.0,595.0,251.0,129.0,75.0,934,Crime,272588835.0413687
,19.2157316860828,161.18059899118654,7.5,2004.0,11.88469326176858,155.0,13.0,280.0,11.0,6.0,172.0,0,Family,121434068.50513925
,41.42934347751471,155.27213102861165,5.7,2012.0,7.205050378757423,188.0,43.0,691.0,480.0,463.0,47.0,0,Action,433425.3731236101
,27.206426014722226,129.3195118741409,6.6,2000.0,9.479735267416116,53.0,0.0,1000.0,436.0,360.0,83.0,290,Science Fiction,224830069.18203977
,30.71918498465041,160.78091466767364,7.4,1998.0,8.54235507580587,94.0,52.0,773.0,588.0,482.0,213.0,0,Comedy,206901070.11739916
,15.151417458404175,164.62684988380562,7.3,2014.0,11.729619542594708,85.0,611.0,878.0,10.0,4.0,20.0,0,Drama,40.76480183252809
,15.331755909375577,147.4087565028687,6.6,1985.0,10.763777029295657,7.0,78.0,685.0,178.0,77.0,16.0,889,Music,74.23316112261365
,44.1455552640055,111.82120033729268,5.9,2009.0,9.81674728283707,49.0,23.0,1000.0,927.0,706.0,20.0,545,Thriller,504946.7524865179
,25.45486519056423,122.96848777323136,7.8,1967.0540069896529,11.39020071420456,38.0,550.2192751262132,11.0,0.0,0.0,75.0,1000,Comedy,11196.702490311623
,12.372476100204976,124.71045642700592,3.0,2006.0,7.013977179456034,37.0,18.0,939.0,407.0,233.0,101.0,837,Comedy,171292511.26502547
,29.975721579442336,136.3549778181596,3.2,1987.0,9.224113486116732,29.0,4.0,641.0,168.0,152.0,65.0,491,Drama,56448631.78884429
,15.046830108740457,131.56105259439377,7.0,2002.0,10.550141251519934,75.0,15.0,953.0,625.0,453.0,109.0,595,Horror,1035.83772241362
,30.980742293210177,156.76659148413182,7.4,1945.864500384588,7.102873763665851,618.9536277282842,9523.106752509417,578.0,476.0,110.0,1.0,367,Action,306.7937033834046
,18.63295025542648,109.03585639556334,4.4,2000.0,9.323479092127515,48.0,0.0,472.0,324.0,51.0,81.0,131,Drama,637890.8238942075
,44.12056519946935,172.41397104902256,6.6,2010.0,9.651244509831058,133.0,132.0,1000.0,864.0,547.0,53.0,0,Horror,371598.24253295205
,26.45359114086863,148.53962364305997,5.3,1993.0,7.858511622355139,22.0,16.0,687.0,233.0,222.0,49.0,217,Comedy,382753.8660532086
,16.955097343831646,129.99462392554943,5.3,1997.0,9.970116937309488,30.0,45.0,578.0,341.0,267.0,49.0,417,Horror,4.98425668644835
,40.66970176833086,156.33047003464193,8.0,1978.0,7.084584285054508,112.0,0.0,820.0,350.0,180.0,181.0,0,Comedy,530167.552392196
,15.530182979032071,133.2553958727682,7.1,2001.0,11.84383479346132,79.0,11.0,11000.0,813.0,194.0,115.0,430,Science Fiction,3243.132826336974
,42.53579738667004,128.475983087858,6.6,2003.0,11.881742036523336,23.0,269.0,489.0,26.0,24.0,14.0,26,Crime,66371.41752613016
,16.74683978029493,135.8882105259994,6.3,2010.0,11.030218346720854,19.0,13.0,439.0,399.0,221.0,65.0,0,Drama,31623229.966800526
,40.12163248345067,163.2549444952572,5.0,2016.0,11.9015833906295,5.0,0.0,574.0,327.0,165.0,8.0,174,Drama,153668.22387276654
,36.09747254585212,172.20726513376962,6.9,1996.0,7.177604454098694,65.0,9.0,904.0,281.0,221.0,196.0,0,Action,27.582226736276976
,43.56994587405028,160.19609594582374,7.2,2006.0,9.480920510534308,5.0,84.0,702.0,366.0,331.0,18.0,76,Drama,227.47011480794853
,10.427800957974844,173.23349107889328,5.7,2011.0,10.730258741557952,152.0,89.0,962.0,476.0,322.0,54.0,0,Action,3338.5535336361263
,16.14659104065263,128.9095579814863,5.0,1917.6017695843973,10.679352935231767,10.0,0.0,723.0,539.0,476.0,33.0,518,Fantasy,268.13220757479746
,23.00942728674392,168.21872020392328,7.9,1966.9063384794156,7.619294147411027,7.0,659.4523866902157,786.0,341.0,246.0,28.0,3000,Action,5.570977039990061
,35.0951129922076,140.1632294480176,5.0,2004.0,10.219399191054851,1.0,40.0,912.0,750.0,249.0,27.0,47,Action,18.437853492370397
,21.927763741013628,160.93529716677855,5.3,2012.0,7.123833236891161,82.0,78.0,536.0,317.0,197.0,71.0,0,Adventure,4.8134742176454415
,18.533272902980407,165.9968307704027,7.6,2002.4009272480196,11.279891693992283,4.0,2846.3656128115285,40.0,37.0,23.0,20.0,450,Drama,66051.80236255564
,34.0426503142365,167.35578642144446,7.4,2004.0,8.448718004766794,40.0,7.0,289.0,38.0,17.0,56.0,442,Comedy,5353226.673702513
,19.554089283076507,141.18739008235693,5.9,2011.0,9.898836144857896,8.0,27.0,1000.0,902.0,847.0,8.0,348,Drama,60.61760868423787
,27.785972838929386,137.13885792952476,4.1,2009.0,10.910481253682711,63.0,26.0,487.0,298.0,236.0,48.0,0,Action,3.347888864808683
,44.36193669920587,112.9589810053921,6.7,1999.0,9.357101924328443,20.0,700.0,599.0,325.0,56.0,25.0,117,Thriller,64317.2169786893
,41.370352187898845,107.09006021859427,6.2,2009.0,7.351440684608545,90.0,0.0,767.0,122.0,77.0,31.0,580,Fantasy,220950693.2982104
,22.35817406751585,159.85333415258674,3.3,2005.0,10.856820930086869,14.0,0.0,231.0,27.0,19.0,24.0,48,Drama,221.21417076148342
,39.62436056787053,141.19341161820424,6.2,2009.0,7.3852352968393395,505.03671277558857,66.0,1000.0,975.0,452.0,1.0,54,Action,321.74335109704566
,41.94551720045201,162.8995992034235,5.9,2009.0,7.590478689781506,21.0,15.0,433.0,396.0,357.0,14.0,448,Horror,95398.29588435638
,33.40829006077486,110.30585178229693,5.5,2013.0,10.720456822623545,9.0,74.0,652.0,124.0,47.0,9.0,433,Action,54008.08081395067
,44.40858379199036,109.17091208292226,5.5,2014.0,10.863737239454354,98.0,136.0,3000.0,1000.0,975.0,85.0,0,Thriller,2.736222428640512
,26.168457047062496,120.8896538409468,2.6,2013.0,8.272200493058559,29.0,19.0,319.0,302.0,73.0,13.0,2000,Adventure,6.444886232563675
,26.351325294900896,129.55159712665352,5.8,2011.0,8.332791979771667,23.0,2000.0,2000.0,606.0,454.0,30.0,6000,Horror,24474227.97675477
,26.651610562863567,128.19119246108588,5.1,2009.0,7.703452020164578,2.0,3.0,1000.0,810.0,382.0,1.0,32,Action,350.0479988520744
,12.352498773693195,157.9121944919498,5.2,2013.0,10.969307502385108,17.0,8.0,2000.0,715.0,471.0,9.0,406,Action,624080.5932511366
,39.83179740464428,132.95966592589073,4.8,2014.0,9.711881660375791,7.0,39.0,1000.0,747.0,375.0,15.0,395,Drama,370248.1536904162
,39.88020563257904,168.54060364504545,3.9,2015.0,8.875530802040853,6.0,9.0,904.0,779.0,648.0,8.0,398,Drama,14.59459591664362
,20.2596211375892,151.02861971788718,6.2,1988.0,11.581939783083758,9.0,96.0,201.0,39.0,37.0,9.0,37,Adventure,39.3056838735829
,43.6502140686228,169.98675182067552,6.2,2009.0,11.897171868295567,11.0,0.0,854.0,602.0,356.0,14.0,229,Drama,3069203.173646284
,25.59402153786341,109.18934965701015,5.9,2010.0,9.679624838931227,34.0,7.0,2000.0,536.0,463.0,20.0,480,Drama,14.562903251330926
,26.27363439557225,167.62278688192856,4.9,2015.0,9.500977188052998,28.0,81.0,640.0,277.0,214.0,31.0,968,Horror,23.34919359272518
,20.65890408304869,125.62366241963454,6.5,2005.0,11.963832269518145,35.0,39.0,267.0,225.0,183.0,27.0,88,Thriller,81397.00222135276
,36.594097344995305,143.59280880855846,4.3,2014.0,11.620211340720694,30.0,35.0,216.0,158.0,21.0,15.0,421,Drama,4.3512547112484
,39.79879529784035,147.74634190785838,6.8,2003.0,7.265533326830397,251.0,192.0,447.0,236.0,142.0,539.0,0,Action,26590428.81890278
,29.64634657122459,122.39131506237776,6.1,2010.0,7.588385513486,57.0,18.0,130.0,96.0,39.0,32.0,0,Horror,25024790.89480174
,36.27810707992175,173.61144569217424,4.0,2015.0,7.10880274283357,14.0,6.0,679.0,234.0,29.0,17.0,369,Drama,420.27000841650033
,35.066349053889475,169.62815002295167,8.2,2006.0,11.092807576504375,15.0,124.0,464.0,426.0,327.0,106.0,349,Horror,13225181.905861758
,26.16258897803021,108.14236428255998,7.1,1997.0,11.743559588803675,61.0,9.0,402.0,222.0,42.0,57.0,381,Adventure,9.577021873697147
,25.40665189510405,146.4470649474603,6.6,2015.0,11.723130996085011,1.0,2.0,258.0,85.0,32.0,8.0,50,Comedy,22396.23510956686
,24.97387795829441,164.60386153910582,5.7,2008.0,10.077504005349876,2.0,0.0,122.0,33.0,13.0,6.0,77,Comedy,2356.405812242407
,41.132669572406535,140.390746083944,7.0,1996.0,10.243481816601706,19.0,53.0,20.0,3.0,2.0,5.0,121,Horror,151.23572420414536
,39.95707764029872,113.0404702718879,7.8,1987.0,11.796942854144811,29.0,133.0,443.0,249.0,239.0,69.0,963,Adventure,598.2770406765374
,34.795320995665534,110.741225374523,6.0,2006.0,8.75329224064572,20.0,3.0,833.0,549.0,327.0,53.0,323,Horror,86752459.10116962
,29.73488786675575,107.85500969701664,7.4,2009.0,10.92455301566767,5.0,0.0,11.0,4.0,4.0,4.0,30,Action,4.054825165088377
,16.062878565494945,131.73355706830694,5.3,2007.0,7.422596201912876,66.0,6.0,331.0,272.0,209.0,47.0,254,Adventure,52331.20581553851
,27.842655670197374,135.5723857169779,7.6,2010.0,10.20849760506567,13.0,65.0,65.0,2.0,0.0,25.0,10000,Action,6206.270760444435
,23.485379866994798,118.71958517394177,7.1,1991.0,9.77843810889981,63.0,835.0,18000.0,595.0,535.0,153.0,0,Adventure,21051.63365358045
,44.18582856946898,114.50640891218144,6.6,2003.0,10.601114878760942,9.0,0.0,50.0,16.0,6.0,5.0,39,Mystery,141820.64504920828
,38.945913472069726,141.1008146166431,7.0,1999.0,7.060006457436922,74.0,7.0,745.0,631.0,442.0,87.0,500,Adventure,2.0105957710492093
,18.76039286976093,112.39489936433333,7.6,2004.0,9.294555281186067,54.0,13.0,643.0,265.0,209.0,84.0,774,Horror,39676.87693087743
,17.218070712337408,117.50509130988942,6.7,2007.0,7.7270117134965695,80.0,34.0,56.0,41.0,40.0,29.0,430,Drama,1273.3722723074532
,28.88165601241268,147.8975069696844,7.1,1990.0,7.726094594083504,1.0,19.0,882.0,577.0,362.0,2.0,16,Action,268950.5518508123
,16.08968766644572,142.6341270486085,7.7,2008.0,11.245942540480968,197.0,119.0,334.0,4.0,0.0,345.0,24000,Action,17.769003590332073
,15.179571631138888,152.7767705903722,7.6,2008.0,7.446909953069785,14.0,9.0,860.0,130.0,125.0,34.0,588,Action,7097780.603850632
,21.416198302102103,115.23141232325882,6.6,2006.0,9.610482526449603,3.0,10.0,655.0,157.0,107.0,3.0,144,Drama,12018970.797670627
,12.126072791185836,113.05346610819392,7.1,2010.0,11.262084232352445,28.0,0.0,191.0,12.0,5.0,30.0,0,Drama,8042.5126373755975
,37.08862937648903,162.75919189351626,6.2,2008.0,11.598027962501224,22.0,8.0,611.0,397.0,315.0,26.0,0,Family,169700.18581480163
,10.618888051313792,155.55923099816786,6.1,2000.0,8.353153431679292,62.0,24.0,127.0,10.0,10.0,110.0,560,Thriller,7889057.716740337
,44.35785923213993,123.95697359486088,5.8,2010.0,9.853306727074692,2.0,20.0,794.0,607.0,555.0,7.0,190,Mystery,15.239197514602294
,38.22857483783701,139.1696844609108,5.0,2015.0,9.67548843153912,95.0,2.0,968.0,625.0,577.0,23.0,0,Comedy,4954244.758751931
,20.689936629145414,123.71726730816346,6.3,2016.0,7.105094748814596,10.0,0.0,1000.0,677.0,442.0,2.0,89,Fantasy,34513233.31650565
,12.519226854330077,135.756001307556,5.1,2006.0,10.540872308359612,25.0,9.0,973.0,872.0,201.0,90.0,250,Comedy,204747353.21525478
,14.597957645248666,148.01693764445992,5.0,2015.0,11.638573713727135,10.0,0.0,490.0,159.0,109.0,26.0,0,Adventure,65564695.901593
,40.90538917661576,162.80987966324244,3.1,2012.0,7.506785714238155,20.0,15.0,844.0,722.0,663.0,82.0,0,Comedy,3802007.926231158
,40.84536005241405,151.3834349354213,3.9,2011.0,8.633793214886303,8.0,29.0,847.0,618.0,76.0,10.0,566,Drama,3139615.04406126
,30.96783312427733,115.49374830864616,5.9,2010.0,8.375224872184532,12.0,535.0,1000.0,646.0,608.0,9.0,279,Drama,27580.042646363563
,42.55105392581744,164.07524793412912,5.8,2014.0,8.579435972043358,48.0,14.0,2000.0,1000.0,826.0,28.0,0,Action,229.03227508480734
,38.22389038920304,109.47806397968972,5.8,2014.0,7.867115323485704,48.0,14.0,2000.0,1000.0,826.0,28.0,0,Fantasy,3687.941884828932
,15.864116597980232,118.08323799446788,5.8,2014.0,9.170812377799397,48.0,14.0,2000.0,1000.0,826.0,28.0,0,Comedy,11.971047880806411
,38.91047896550978,153.79098731309048,5.8,2014.0,9.99947541334284,48.0,14.0,2000.0,1000.0,826.0,28.0,0,Drama,258.0806650924651
,15.447976140880614,153.29381565476314,7.3,1987.0,11.342728745823614,17.0,115.0,11000.0,516.0,385.0,62.0,0,Horror,27622716.593369856
,13.80796885484366,135.54521846563023,6.9,2014.0,11.468109073928304,719.7550879498451,37.0,210.0,0.0,0.0,3.0,224,Drama,336514.83973353344
,15.3433386652054,143.7923431941615,5.9,2007.0,8.941420835434771,18.0,84.0,861.0,425.0,275.0,29.0,285,Drama,13779217.886995187
,11.367622432126042,166.0931411424814,5.9,2015.0,7.986908336858273,11.0,16.0,2000.0,848.0,835.0,63.0,13000,Horror,60684589.350792974
,34.55912001211504,149.0107087182416,4.3,2008.0,7.945072368254245,11.0,0.0,676.0,399.0,306.0,9.0,77,Drama,354618.60384100076
,26.0467115061631,133.9467431565612,4.8,2015.0,8.225174387363948,5.0,0.0,1000.0,800.0,708.0,4.0,452,Drama,5314864.886713107
,26.317365808043128,118.21896860988656,5.8,2005.0,11.00470524743271,10.0,11.0,114.0,79.0,18.0,14.0,172,Drama,18549375.52115672
,41.11977939134248,158.90227149949226,5.3,2014.0,9.021304965536784,5.0,5.0,3000.0,938.0,782.0,6.0,107,Science Fiction,18.98288671505111
,43.98711652686338,154.26464916301478,6.0,2007.0,8.169920058753657,95.0,10.0,371.0,52.0,42.0,46.0,870,Romance,74478251.52029155
,39.50846801156142,126.74387428744151,7.6,2001.0,8.458155207358583,67.0,16.0,117.0,21.0,14.0,95.0,0,Action,37436943.517970674
,27.35364228271083,124.72586895971666,7.2,2015.0,11.047117138505154,4.0,7.0,128.0,22.0,17.0,1.0,305,Drama,43929913.66484203
,28.443126902703305,117.4126640092698,6.3,2010.0,9.514816910582145,521.3700512017003,15.0,919.0,718.0,650.0,4.0,162,Horror,703.7249229505297
,12.193178308800924,158.90064783421514,6.7,2015.0,9.641382063450145,1.0,0.0,749.0,354.0,338.0,1.0,14,Drama,48886570.95028887
,11.90852544007151,136.03497260897564,4.8,2015.0,9.631820029013424,33.0,0.0,846.0,366.0,260.0,21.0,275,Comedy,30244.456116302557
,19.908448751806915,136.64396852200915,5.5,2015.0,7.72755852922927,19.0,7.0,412.0,308.0,106.0,17.0,380,Comedy,1471535.6646240663
,28.35933798041392,162.30734867085022,5.1,1989.0,9.862385779061649,49.0,6.0,40.0,30.0,14.0,40.0,321,Action,512.0310287228541
,29.95238276172813,143.32556590600572,7.4,1926.038307128371,8.619758175986734,1.0,793.0448653290766,480.0,360.0,213.0,24.0,763,Drama,48.05713639730505
,44.57144780433911,110.43235207808216,7.6,1994.0,7.417816210809306,77.0,32.0,483.0,147.0,75.0,146.0,0,Action,33378172.458639946
,23.320984927485387,126.7039223460334,7.2,1998.0,11.933190155421183,56.0,149.0,912.0,752.0,580.0,132.0,0,Drama,309668.4912586962
,18.698698128528783,122.26400107301735,7.4,2005.0,9.27927707788091,151.0,244.0,538.0,363.0,244.0,243.0,0,Drama,2.5075850300020117
,14.313063913712607,154.4406881787656,7.5,1999.0,8.39077297565592,167.0,0.0,251.0,147.0,116.0,346.0,0,Western,261.7223985213504
,11.714885927143785,116.50143782841168,5.7,1986.0,7.590876087934801,65.0,85.0,265.0,194.0,186.0,74.0,0,Fantasy,10524101.244857678
,23.09770618533259,126.19231147251833,8.1,2068.75787719633,7.466406406093863,8.0,0.0,459.0,396.0,344.0,62.0,558,Adventure,355321.7939235439
,40.7821395473242,169.08023486916136,7.3,2049.71725351194,8.52957193708176,1.0,0.0,11000.0,289.0,143.0,26.0,43,Adventure,952046.0705159183
,19.157623843523247,128.5630095977555,8.1,2007.0,9.88849080629116,107.0,90.0,168.0,142.0,65.0,44.0,0,Animation,3275.89923624079
,30.051193521539723,135.3926950514169,7.3,2000.0,9.927577058631137,39.0,34.0,388.0,159.0,120.0,73.0,495,Action,8.206139536519224
,13.923670680532831,110.3621248823934,6.4,1997.0,9.100839769876314,41.0,11.0,584.0,559.0,490.0,111.0,166,Action,355589.35253168835
,32.09723412432917,143.535598181327,7.0,2004.0,9.423379515571757,46.0,0.0,49000.0,1000.0,902.0,86.0,857,Romance,9.468262064229693
,36.69359039694665,141.51821020281403,5.4,2007.0,10.750688008565431,221.0,53.0,386.0,357.0,268.0,161.0,17000,Adventure,5.1779262073314705
,38.01944615695259,132.32654129250568,2.8,2000.0,7.650509330451473,1.0,4.0,353.0,89.0,72.0,1.0,10,Comedy,4769843.240703296
,34.92991127078079,172.30327166841192,7.1,1997.0,8.292526555408024,44.0,222.0,5000.0,497.0,20.0,21.0,224,Comedy,1592106.5143330297
,15.185718340589752,162.18528924060007,7.9,1940.5387874968935,7.521716053649918,20.0,46.666710132480944,780.0,747.0,543.0,136.0,3000,Animation,4.774795832991049
,39.77255700470637,146.65955644950975,5.3,2008.0,10.833724956959337,6.0,32.0,532.0,85.0,24.0,17.0,39,Comedy,5646930.753607424
,25.745590764168757,141.31493919343066,5.4,2003.0,10.885148904252258,5.0,84.0,584.0,356.0,267.0,18.0,61,Horror,87018148.84964047
,25.356319903507007,108.6541149961181,4.8,2013.0,8.936840775559048,10.0,19.0,589.0,488.0,395.0,16.0,715,Horror,5.851374888352097
,41.763710604792834,141.19178364229953,5.9,2014.0,9.548777617426268,81.0,98.0,10000.0,773.0,89.0,40.0,0,Comedy,69452408.81488441
,28.62803735695156,127.7739855150733,6.2,2009.0,7.095687313243326,66.0,8.0,529.0,423.0,399.0,23.0,195,Drama,1246912.80507145
,41.48317179098586,142.9123487070644,6.6,2005.0,11.187744294744933,34.0,11.0,26000.0,11000.0,1000.0,90.0,0,Drama,583631.7708767141
,19.135304811327288,113.25589897478754,6.0,2015.0,7.567285366795578,29.0,0.0,160.0,152.0,94.0,59.0,0,Drama,40.72198189786418
,35.68666234799164,107.81194346924988,5.4,2013.0,10.573276881633076,18.0,308.0,638.0,449.0,395.0,24.0,604,Drama,83238.27608950225
,37.00159317964701,140.0837088975732,5.2,2009.0,9.457009782333763,107.0,6.0,513.0,480.0,161.0,91.0,0,Comedy,1029899.8210148506
,29.994890214313838,108.07652787176738,7.8,2008.0,9.270879645157216,30.0,5.0,29.0,18.0,12.0,23.0,1000,Drama,4.40656748182853
,34.44539512498659,115.77788407995304,6.4,2004.0,9.891102693323084,24.0,0.0,766.0,312.0,268.0,41.0,205,Drama,3476472.6294862065
,13.229983765913614,156.52264950602438,6.1,2011.0,11.445433011067848,116.0,6.0,253.0,113.0,103.0,235.0,0,Adventure,42613852.27121993
,41.43521057345514,110.93081547499752,5.5,2010.0,7.604963580276937,25.0,0.0,413.0,167.0,107.0,64.0,0,Action,4505482.668210478
,32.29765619825604,128.6800207848607,7.4,2015.0,7.349780244152368,379.957252521447,0.0,674.0,27.0,8.0,549.1451808924728,0,Romance,284366106.0574716
,39.51772403298474,167.49563800119384,3.9,2012.0,10.911999922895774,20.0,0.0,473.0,303.0,46.0,9.0,115,Crime,89.47210398873152
,43.51251928885587,168.67685244794853,4.6,2007.0,11.993458974751864,8.0,5.0,601.0,453.0,372.0,6.0,44,Adventure,6.184892845938516
,23.565380032161315,135.66537298001543,7.3,1992.5891795163316,9.312251028978675,19.0,251.413451910327,685.0,511.0,424.0,56.0,1000,Action,59619895.34111787
,19.407891363709066,139.734529793759,7.7,1947.0,8.28789418488497,90.0,0.0,1000.0,29.0,18.0,175.0,0,Comedy,700402.5600650273
,31.1955823665076,151.5496276778681,4.9,2008.0,8.034120459923823,21.0,0.0,633.0,597.0,332.0,31.0,153,Drama,40109.3798702891
,28.68255513756389,160.52313732261496,6.3,2002.0,8.350363234633686,12.0,10.0,15000.0,284.0,171.0,67.0,912,Comedy,156.2684297983557
,35.93074175057678,145.55879907166528,6.1,2012.0,7.284368193746699,33.0,68.0,2000.0,811.0,722.0,26.0,0,Action,14017.358161174825
,40.087787676211335,121.4714304306104,6.6,2013.0,11.36250027748526,9.0,8.0,34000.0,463.0,424.0,19.0,0,Horror,349200.3846912015
,16.63201726091875,148.30111311484416,5.7,2012.0,7.927065593947272,94.0,5.0,416.0,403.0,356.0,19.0,655,Action,5715842.962863551
,35.53180780933448,122.23752504618794,5.6,2013.0,9.425348565123873,41.0,17.0,594.0,591.0,322.0,23.0,825,Science Fiction,4141605.2844259185
,42.43631799592423,156.10360051830216,6.0,1967.0,10.188183508693836,38.0,2.0,16000.0,57.0,51.0,36.0,200,Drama,771150.3494117253
